id,financescore,country,classsize,city,rating,totalscore,numericalstaff,staffstudentratio,approvals,academicscore,summary,techscore,citySafety,confidence,housingprovision,techecosystem,curriculum,staffcount,schoolname,worklifescore,noncontacttime,healthcoverage,image,Profit Status,salaryRange,Ownership,inspect,validated,profit status,ownership,citysafety,lastSync,scrapedJobsCount,scrapedJobsList,revalidationError,revalidationStatus,isRevalidating,revalidationCompletedAt,cachedStability,lastScrapedAt,website,agency,careersPageUrl,name,tesOrganizationId,tesEmployerSlug,updatedAt
"FLIS0121","8.5","UAE","22","Dubai","Outstanding","8.2","150","1:10","BSO/CIS","9.0","High academic expectations in a traditional boarding setting.","8.8","9.0","9.2","Provided","Apple Distinguished","UK/IB","165","Repton School Dubai","6.8","18%","Premium","","For-Profit","$4,150.00","Cognita","KHDA","LFI","For-Profit","Cognita","9.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076636,""_nanoseconds"":379000000}","","2026-08-30T07:57:16.377Z","https://www.reptondubai.org/careers/","Excelsior Schools Portal, Teach Away, LinkedIn","https://www.reptondubai.org/careers/","Repton School Dubai","1057021","repton-school-dubai-1057021","2026-08-30T16:14:23.676Z"
"FLIS0122","7.2","UAE","24","Dubai","Highly Regarded","7.5","70","1:12","BSO","7.5","Community-focused school with good non-contact time.","7.5","9.0","8.1","Allowance","Standard LMS","UK","80","Horizon International School","7.5","22%","Standard","","For-Profit","$3,650.00","Cognita","KHDA","LFI","For-Profit","Cognita","9.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076629,""_nanoseconds"":627000000}","","2026-08-30T07:57:09.626Z","https://hisdubai.ae/careers/","Al Najah Education Portal, Teacher Horizons","https://hisdubai.ae/careers/","Horizon International School","1060959","horizon-international-school-1060959","2026-08-30T16:14:23.676Z"
"FLIS0123","7.5","Qatar","24","Doha","Highly Regarded","7.5","110","1:11","CIS","7.8","Nord Anglia school with multi-campus opportunities.","8.0","8.8","8.6","Provided","Canvas","UK/IB","125","Compass International School Doha","6.8","18%","Global","","For-Profit","$3,750.00","Nord Anglia","BSO","LFI","For-Profit","Nord Anglia","8.8","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076694,""_nanoseconds"":823000000}","","2026-08-30T07:58:14.822Z","https://www.nordangliaeducation.com/cis-doha/careers","Nord Anglia Career Portal, Teach Away","https://www.nordangliaeducation.com/cis-doha/careers","Compass International School Doha","1276094","compass-international-school-doha-1276094","2026-08-30T16:14:23.676Z"
"FLIS0124","6.8","Qatar","25","Doha","Developing","7.0","55","1:12","AdvancED","6.5","Emerging American curriculum school.","7.5","8.8","7.4","Provided","Digital Hub","US","65","Etqan Global Academy","6.5","15%","Standard","","For-Profit","$3,550.00","Private","","LFI","For-Profit","Private","8.8","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076611,""_nanoseconds"":594000000}","","2026-08-30T07:56:51.593Z","https://www.nordangliaeducation.com/careers","Nord Anglia Career Portal","https://www.nordangliaeducation.com/careers","Etqan Global Academy","","","2026-08-30T16:14:23.676Z"
"FLIS0125","8.0","Kuwait","25","Kuwait City","Highly Regarded","7.9","190","1:12","BSO","8.5","Established leader in Kuwait with high academic focus.","7.5","7.8","8.9","Provided","Google Workspace","UK","210","British School of Kuwait","7.0","20%","Private","","For-Profit","$3,600.00","Private","BSO","LFI","For-Profit","Private","7.8","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076622,""_nanoseconds"":740000000}","","2026-08-30T07:57:02.739Z","https://www.bsk.edu.kw/careers","Nord Anglia Career Portal, Teach Away","https://www.bsk.edu.kw/careers","British School of Kuwait","1057365","the-british-school-of-kuwait-bsk-1057365","2026-08-30T16:14:23.676Z"
"FLIS0126","9.0","Oman","22","Muscat","World-Class","8.8","160","1:10","BSO","8.8","Top-tier non-profit with elite savings and stable culture.","8.0","9.0","9.1","Provided","Microsoft 365, Canvas integration","UK/A-Level","175","British School Muscat","8.5","20%","Comprehensive Medical Insurance provided","","Non-Profit","OMR 1,650","Community Board","BSO","LFI","Non-Profit","Community Board","9.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076613,""_nanoseconds"":815000000}","","2026-08-30T07:56:53.813Z","https://www.britishschoolmuscat.com","Teacher Horizons, LinkedIn","https://www.britishschoolmuscat.com/work-for-us/vacancies","British School Muscat","1055453","british-school-muscat-1055453","2026-09-10T17:18:42.901Z"
"FLIS0127","8.2","Oman","13","Muscat","Outstanding","8.3","95","1:9","Middle States","8.5","Robust US-curriculum standard; non-selective AP entry.","8.8","9.0","8.9","Provided","1:1 Mac","US/AP","110","American International School of Muscat","7.8","20%","Premium","","Non-Profit","$5,400.00","Independent","CIS","LFI","Non-Profit","Independent","9.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076609,""_nanoseconds"":245000000}","","2026-08-30T07:56:49.243Z","https://www.taism.com","Search Associates, ISS, LinkedIn","https://www.taism.com/employment","American International School of Muscat","","","2026-08-30T16:53:51.364Z"
"FLIS0128","7.8","Bahrain","24","Hamala","Highly Regarded","7.8","150","1:13","CIS/BSO","8.2","High city safety; consistent recruitment cycles.","7.8","8.5","8.8","Provided","Google/1:1","UK/A-Level","165","British School of Bahrain","7.2","18%","Global","","For-Profit","$3,850.00","Inspired","Local","LFI","For-Profit","Inspired","8.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076613,""_nanoseconds"":397000000}","","2026-08-30T07:56:53.395Z","https://www.britishschoolbahrain.com/careers","Inspired Education Portal, Teach Away, LinkedIn","https://www.britishschoolbahrain.com/careers","British School of Bahrain","1057331","british-school-of-bahrain-1057331","2026-08-30T16:14:23.676Z"
"FLIS0129","7.4","Egypt","22","Cairo","Highly Regarded","7.5","115","1:11","BSO","8.6","Renowned academic institution; leading leadership hub.","8.0","6.5","8.5","Provided","1:1 iPad","UK/IB","125","British International School Cairo","7.0","20%","Private","","For-Profit","$2,850.00","Community Board","BSO","LFI","For-Profit","Community Board","6.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076623,""_nanoseconds"":815000000}","","2026-08-30T07:57:03.814Z","https://www.bisc.edu.eg/careers","Search Associates, Teacher Horizons, LinkedIn","https://www.bisc.edu.eg/careers","British International School Cairo","1060109","the-british-international-school-cairo-1060109","2026-08-30T16:14:23.676Z"
"FLIS0130","7.0","Egypt","24","Cairo","Respectable","7.0","110","1:12","BSO","7.5","Strong academic name; monitors for ""Profit-Squeeze"".","7.5","6.0","7.8","Provided","1:1 iPad","UK/IB","120","Malvern College Egypt","6.5","15%","Private","","For-Profit","$2,650.00","Cognita","BSO","LFI","For-Profit","Malvern College Family of Schools","6.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076617,""_nanoseconds"":716000000}","","2026-08-30T07:56:57.714Z","https://malverncollege.edu.eg/careers/","Malvern College Int'l Portal, Teach Away","https://malverncollege.edu.eg/careers/","Malvern College Egypt","1077433","malvern-college-egypt-1077433","2026-08-30T16:14:23.676Z"
"FLIS0131","7.2","Egypt","24","Cairo","Respectable","7.1","115","1:12","BSO","7.8","Established reputation; affected by local economic shifts.","7.5","6.0","8.5","Provided","1:1 iPad","UK/US/IB","125","El Alsson School","6.8","15%","Private","","For-Profit","$2,650.00","Private","Local","LFI","For-Profit","Private","6.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076685,""_nanoseconds"":989000000}","","2026-08-30T07:58:05.988Z","https://www.alsson.com/careers/","Teacher Horizons, LinkedIn","https://www.alsson.com/careers/","El Alsson School","1056384","el-alsson-british-and-american-international-school-american-section-1056384","2026-08-30T16:14:23.676Z"
"FLIS0132","8.2","Kenya","18","Nairobi","Highly Regarded","7.9","130","1:9","CIS/MSA","8.5","High financial viability; security protocols are robust.","8.0","6.5","8.7","Provided","1:1 Mac","IB/US","145","International School of Kenya","7.5","20%","Full Private","","Non-Profit","$4,650.00","Independent","Local","LFI","Non-Profit","Independent","6.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076609,""_nanoseconds"":621000000}","","2026-08-30T07:56:49.620Z","https://www.isk.ac.ke/employment","Search Associates, ISS, LinkedIn","https://www.isk.ac.ke/employment","International School of Kenya","","","2026-08-30T16:14:23.676Z"
"FLIS0133","7.5","Kenya","22","Nairobi","Highly Regarded","7.3","140","1:11","CIS/BSO","7.9","Distinguished academic record with premium facilities.","7.6","6.5","8.4","Allowance","1:1 iPad","UK/iGCSE","155","Brookhouse School","7.0","18%","Private","","For-Profit","$3,250.00","Inspired","Local","LFI","For-Profit","Inspired","6.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076607,""_nanoseconds"":635000000}","","2026-08-30T07:56:47.633Z","https://www.brookhouse.ac.ke/careers","Inspired Education Group Portal, LinkedIn","https://www.brookhouse.ac.ke/careers","Brookhouse School","1057702","brookhouse-schools-1057702","2026-08-30T16:14:23.676Z"
"FLIS0134","7.0","Kenya","22","Nairobi","Respectable","7.2","90","1:11","CIS","7.5","Established British school; caring community culture.","7.8","6.5","8.0","Provided","1:1 iPad","UK/IB","105","Braeburn Garden Estate","7.2","20%","Private","","For-Profit","$3,150.00","Braeburn Group","ADEK","LFI","For-Profit","Braeburn Group","6.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076686,""_nanoseconds"":151000000}","","2026-08-30T07:58:06.149Z","https://gardenestate.braeburn.com/careers","Braeburn Schools Group Portal, LinkedIn","https://gardenestate.braeburn.com/careers","Braeburn Garden Estate","1065558","braeburn-garden-estate-school-1065558","2026-08-30T16:14:23.676Z"
"FLIS0135","6.8","South Africa","20","Cape Town","Respectable","7.1","55","1:10","COBIS","7.4","Solid community focus; DEI-driven recruitment.","7.2","7.0","8.1","Allowance","1:1 iPad","UK/A-Level","65","International School of Cape Town","7.5","20%","Private","","For-Profit","$2,450.00","Schools Group","ADEK","LFI","For-Profit","Schools Group","7.0","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076611,""_nanoseconds"":208000000}","","2026-08-30T07:56:51.207Z","https://www.isct.co.za/careers","Inspired Education Group Portal, LinkedIn","https://www.isct.co.za/careers","International School of Cape Town","","","2026-08-30T16:14:23.676Z"
"FLIS0136","8.0","South Africa","18","Johannesburg","Highly Regarded","7.9","175","1:8","CIS/MSA","8.7","Multi-campus elite IB school with boarding options.","8.5","6.5","9.0","Provided","1:1 Mac","IB/US","190","American International School of Johannesburg","8.0","20%","Full Private","","For-Profit","$4,350.00","Independent","BSO","LFI","For-Profit","Independent","6.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076616,""_nanoseconds"":298000000}","","2026-08-30T07:56:56.297Z","https://www.aisj-jhb.com/employment","Search Associates, ISS, LinkedIn","https://www.aisj-jhb.com/employment","American International School of Johannesburg","","","2026-08-30T16:14:23.676Z"
"FLIS0137","7.5","South Africa","20","Cape Town","Highly Regarded","7.8","50","1:11","WASC","8.3","Balanced US-curriculum with high-quality tech integration.","8.0","7.5","8.5","Allowance","1:1 Mac","US/AP","60","American International School of Cape Town","7.8","20%","Premium","","For-Profit","$3,200.00","Independent","BSO","LFI","For-Profit","Independent","7.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076693,""_nanoseconds"":553000000}","","2026-08-30T07:58:13.552Z","https://www.aisct.org/employment/","Search Associates, ISS, LinkedIn","https://www.aisct.org/employment/","American International School of Cape Town","","","2026-08-30T16:14:23.676Z"
"FLIS0138","8.2","Vietnam","20","Hanoi","Outstanding","8.2","100","1:11","CIS/BSO","8.5","High academic outcomes; strong tech integration.","9.0","8.5","9.2","Provided","1:1 Mac/iPad","UK/IB","115","British International School Hanoi","7.5","18%","Global","","For-Profit","$4,150.00","Nord Anglia","CIS","LFI","For-Profit","Nord Anglia","8.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076614,""_nanoseconds"":555000000}","","2026-08-30T07:56:54.553Z","https://www.nordangliaeducation.com/bis-hanoi/careers","Nord Anglia Career Portal, Teach Away","https://www.nordangliaeducation.com/bis-hanoi/careers","British International School Hanoi","1066631","british-international-school-hanoi-1066631","2026-08-30T16:14:23.676Z"
"FLIS0139","8.8","Vietnam","24","HCMC","World-Class","8.4","190","1:11","CIS/BSO","9.2","Top-tier IB results globally; premium international hiring.","8.5","8.2","9.3","Allowance","Canvas/1:1","UK/IB","210","British International School Ho Chi Minh City","7.8","18%","Global","","Non-Profit","$4,250.00","Nord Anglia","KHDA/BSO","LFI","Non-Profit","Nord Anglia","8.2","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076695,""_nanoseconds"":789000000}","","2026-08-30T07:58:15.787Z","https://www.nordangliaeducation.com/bis-hcmc/careers","Nord Anglia Career Portal, Teach Away","https://www.nordangliaeducation.com/bis-hcmc/careers","British International School Ho Chi Minh City","1252077","british-international-school-ho-chi-minh-city-1252077","2026-08-30T16:14:23.676Z"
"FLIS0140","8.5","Vietnam","20","Hanoi","World-Class","8.6","120","1:8","CIS/WASC","9.0","Elite UN-affiliated non-profit with premium tech and safety.","8.7","8.5","9.0","Allowance","1:1 MacBook","IB","140","UNIS Hanoi","8.2","25%","Premium","","For-Profit","$5,450.00","UN-Affiliated","KHDA","LFI","For-Profit","UN-Affiliated","8.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076615,""_nanoseconds"":534000000}","","2026-08-30T07:56:55.533Z","https://www.unishanoi.org/employment","Search Associates, Schrole, ISS","https://www.unishanoi.org/employment","UNIS Hanoi","1061898","united-nations-international-school-of-hanoi-1061898","2026-08-30T16:14:23.676Z"
"FLIS0141","8.4","Vietnam","24","HCMC","Outstanding","8.1","135","1:11","CIS/NEASC","8.8","Established IB World school; highly diverse student body.","8.6","8.2","8.9","Allowance","1:1 Mac","IB","155","International School Ho Chi Minh City","7.5","20%","Global","","For-Profit","$4,100.00","Cognita","KHDA","LFI","For-Profit","Cognita","8.2","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788177652,""_nanoseconds"":476000000}","{""schoolId"":""FLIS0141"",""schoolName"":""International School Ho Chi Minh City"",""category"":""LOW_TURNOVER"",""statusLabel"":""Low Turnover (Stable)"",""isUpdating"":false,""lastScrapedAt"":""2026-08-31T12:00:22.141Z"",""metrics"":{""estimatedStaffBase"":""135"",""totalKnownVacancies"":5,""estimatedChurnRatePercent"":4,""leadershipVacanciesCount"":2,""secondaryVacanciesCount"":3,""primaryVacanciesCount"":0,""riskRating"":""LOW"",""leadershipChurnRatioPercent"":0,""averageYearlyTesAdverts"":5},""scrapedJobsList"":[""Orchestra Director (Posted: Recently; Closes: [object Object]) - TES"",""Orchestra Director (Part-time)International School Ho Chi Minh City (ISHCMC), 28 Vo Truong Toan, An Khanh, HCMResponsibility... (Posted: Recently; Closes: [object Object]) - TES"",""Visa Support for International Students (Posted: Recently; Closes: [object Object]) - School Web"",""Leadership and Service (Posted: Recently; Closes: [object Object]) - School Web"",""Parent Teacher Organization (Posted: Recently; Closes: [object Object]) - School Web"",""Head of School (Posted: Recently; Closes: [object Object]) - TES"",""Head of SchoolInternational School Ho Chi Minh City (ISHCMC), ISHCMCThe Head of School is responsible for delivering an exceptional student and family experience while ensuring the school is safe, high-performing, financially sustainable and deeply connected to its community. The role combines educational... (Posted: Recently; Closes: [object Object]) - TES"",""Orchestra Director (Part-time) (Posted: Recently; Closes: [object Object]) - TES""],""vacancies_discovered"":[{""title"":""Orchestra Director"",""department"":""Leadership"",""source"":""TES"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Visa Support for International Students"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Leadership and Service"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Parent Teacher Organization"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of School"",""department"":""Leadership"",""source"":""TES"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""structured_vacancies"":[{""title"":""Orchestra Director"",""department"":""Leadership"",""source"":""TES"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Visa Support for International Students"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Leadership and Service"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Parent Teacher Organization"",""department"":""Secondary"",""source"":""School Web"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""},{""title"":""Head of School"",""department"":""Leadership"",""source"":""TES"",""source_url"":""https://www.international-school-ho-chi-minh-city.com"",""date_listed"":""Recently"",""date_closing"":""[object Object]"",""status"":""OPEN"",""recruitmentCycle"":""CURRENT""}],""total_known_vacancies"":5,""estimated_churn_percentage"":4,""leadership_vacancies_count"":2,""secondary_vacancies_count"":3,""primary_vacancies_count"":0,""leopardfishIntelAlert"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 5 active vacancies detected across TES, GRC Search, and official school portals."",""churn_implications_commentary"":""Leopardfish Multi-Engine Audit: Stable retention pattern with 5 active vacancies detected across TES, GRC Search, and official school portals."",""senior_leadership_churn_percentage"":0}","2026-08-31T12:00:22.141Z","https://www.ishcmc.com/careers","Cognita Careers Portal, Search Associates","https://www.ishcmc.com/careers","International School Ho Chi Minh City","1057599","international-school-ho-chi-minh-city-ishcmc-1057599","{""_seconds"":1788177796,""_nanoseconds"":614000000}"
"FLIS0142","8.4","Malaysia","20","Kuala Lumpur","Outstanding","8.5","155","1:9","CIS/COBIS","8.9","Elite non-profit with premier tenure and community focus.","8.2","8.5","9.4","Provided","Google/1:1","UK/A-Level","170","Alice Smith School","8.6","22%","Premium","","For-Profit","$4,250.00","Community Board","KHDA","LFI","For-Profit","Community Board","8.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076618,""_nanoseconds"":829000000}","","2026-08-30T07:56:58.828Z","https://www.alice-smith.edu.my/careers","Search Associates, LinkedIn","https://www.alice-smith.edu.my/careers","Alice Smith School","1052973","the-alice-smith-school-secondary-1052973","2026-08-30T16:14:23.676Z"
"FLIS0143","8.5","Malaysia","22","Johor","Outstanding","8.3","140","1:9","CIS/HMC","8.7","Premium UK boarding satellite; elite infrastructure.","8.5","8.2","8.8","Provided","1:1 Mac","UK/IB","155","Marlborough College Malaysia","7.8","20%","Global","","Non-Profit","$4,450.00","Trust","KHDA/BSO","LFI","Non-Profit","Trust","8.2","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076693,""_nanoseconds"":272000000}","","2026-08-30T07:58:13.270Z","https://www.marlboroughcollegemalaysia.org/about/careers/","Marlborough College UK Portal, Search Associates","https://www.marlboroughcollegemalaysia.org/about/careers/","Marlborough College Malaysia","1065828","marlborough-college-malaysia-1065828","2026-08-30T16:14:23.676Z"
"FLIS0144","8.2","Malaysia","22","KL","Outstanding","8.2","130","1:9","CIS/BSO","8.8","Exceptionally prepared students; low faculty ratio.","8.5","8.5","9.1","Allowance","1:1 iPad/Mac","UK/IB","145","British International School Kuala Lumpur","7.8","18%","Global","","For-Profit","$4,150.00","Nord Anglia","KHDA","LFI","For-Profit","Nord Anglia","8.5","2026-05-26T10:41:07.834Z","0","[]","","success","true","{""_seconds"":1788076610,""_nanoseconds"":739000000}","","2026-08-30T07:56:50.738Z","https://www.nordangliaeducation.com/bis-kl/careers","Nord Anglia Career Portal, Teach Away","https://www.nordangliaeducation.com/bis-kl/careers","British International School Kuala Lumpur","1058039","the-british-international-school-of-kuala-lumpur-1058039","2026-08-30T16:14:23.676Z"
"FLIS0145","8.0","Malaysia","24","KL","Highly Regarded","8.1","175","1:11","CIS","8.6","Legacy British school with consistent academic excellence.","8.2","8.5","9.0","Allowance","Google/1:1","UK/IB","195","Garden International School","7.6","20%","Premium","","For-Profit","$4,100.00","Taylor's Group","KHDA","LFI","For-Profit","Taylor's Group","8.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076610,""_nanoseconds"":778000000}","","2026-08-30T07:56:50.777Z","https://www.gardenschool.edu.my/careers/","Taylor's Education Portal, Search Associates","https://www.gardenschool.edu.my/careers/","Garden International School","1057218","garden-international-school-kuala-lumpur-1057218","2026-08-30T16:14:23.676Z"
"FLIS0146","8.2","Malaysia","22","Seremban","Highly Regarded","8.0","85","1:10","CIS","8.4","Strong UK boarding tradition; extensive co-curricular.","8.2","8.0","8.6","Provided","1:1 Mac","UK/A-Level","95","Epsom College Malaysia","7.5","20%","Global","","For-Profit","$4,200.00","Private","KHDA","LFI","For-Profit","Private","8.0","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076607,""_nanoseconds"":397000000}","","2026-08-30T07:56:47.395Z","https://www.epsomcollege.edu.my/careers/","Epsom College UK Portal, LinkedIn","https://www.epsomcollege.edu.my/careers/","Epsom College Malaysia","1061281","epsom-college-malaysia-1061281","2026-08-30T16:14:23.676Z"
"FLIS0147","8.0","Malaysia","22","KL","Highly Regarded","8.1","110","1:10","WASC","8.5","Top-tier US curriculum; high focus on student wellbeing.","8.3","8.5","8.9","Allowance","1:1 Mac","US/IB","125","Mont'Kiara International School","7.8","22%","Premium","","For-Profit","$4,450.00","Private","KHDA","LFI","For-Profit","Private","8.5","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076602,""_nanoseconds"":769000000}","","2026-08-30T07:56:42.768Z","https://www.mkis.edu.my/careers","Search Associates, LinkedIn","https://www.mkis.edu.my/careers","Mont'Kiara International School","1071798","mont-kiara-international-school-1071798","2026-08-30T16:14:23.676Z"
"FLIS0148","8.6","Thailand","22","Bangkok","Outstanding","8.4","170","1:10","CIS","9.0","Premier riverside campus with elite academic outcomes.","8.8","8.0","9.1","Allowance","1:1 Mac","UK/A-Level","190","Shrewsbury International School Riverside","7.8","18%","Premium","","For-Profit","$4,650.00","Private","BSO","LFI","For-Profit","Private","8.0","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076609,""_nanoseconds"":954000000}","","2026-08-30T07:56:49.953Z","https://www.shrewsbury.ac.th/riverside/careers","Search Associates, Schrole, LinkedIn","https://www.shrewsbury.ac.th/riverside/careers","Shrewsbury International School Riverside","1057793","shrewsbury-international-school-bangkok-riverside-1057793","2026-08-30T16:14:23.676Z"
"FLIS0149","8.6","Thailand","22","Bangkok","Outstanding","8.5","185","1:10","CIS","9.1","High-standing non-profit foundation; elite tech.","8.8","8.0","9.2","Allowance","Firefly/1:1","UK/IB","210","Bangkok Patana School","8.0","20%","Premium","","For-Profit","$4,750.00","Foundation","CIS","LFI","For-Profit","Foundation","8.0","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076606,""_nanoseconds"":468000000}","","2026-08-30T07:56:46.467Z","https://www.patana.ac.th/careers/","Search Associates, Schrole, LinkedIn","https://www.patana.ac.th/careers/","Bangkok Patana School","1054899","bangkok-patana-school-1054899","2026-08-30T16:14:23.676Z"
"FLIS0150","7.5","Thailand","24","Bangkok","Highly Regarded","7.6","90","1:12","CIS","7.8","Supportive community environment with inclusive tech.","8.0","8.0","8.3","Allowance","1:1 iPad","UK/IB","100","St. Andrews International School Sukhumvit 107","7.2","20%","Private","","For-Profit","$3,650.00","Cognita","BSO","LFI","For-Profit","Cognita","8.0","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076608,""_nanoseconds"":387000000}","","2026-08-30T07:56:48.386Z","https://www.standrews107.com/careers","Cognita Careers Portal, Search Associates","https://www.standrews107.com/careers","St. Andrews International School Sukhumvit 107","1060428","st-andrews-international-school-sukhumvit-107-1060428","2026-08-30T16:14:23.676Z"
"FLIS0151","8.0","Thailand","22","Bangkok","Highly Regarded","8.1","95","1:11","BSO","8.7","Highly regarded British satellite; high savings.","8.5","8.2","8.8","Provided","Canvas/1:1","UK/A-Level","105","Brighton College Bangkok","7.8","18%","Premium","","For-Profit","$3,950.00","Private","BSO","LFI","For-Profit","Private","8.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076688,""_nanoseconds"":152000000}","","2026-08-30T07:58:08.150Z","https://brightoncollege.ac.th/careers/","Brighton College Int'l Portal, LinkedIn","https://brightoncollege.ac.th/careers/","Brighton College Bangkok","1078368","brighton-college-bangkok-krungthep-kreetha-1078368","2026-08-30T16:14:23.676Z"
"FLIS0152","7.8","Thailand","20","Bangkok","Highly Regarded","7.7","110","1:10","CIS/WASC","8.5","Rapidly growing gold-rated school in Bangkok hub.","8.5","8.2","8.2","Provided","Apple/1:1","UK/IB","125","King's College International School Bangkok","7.0","20%","Full Private","","For-Profit","$4,150.00","Private","CIS","LFI","For-Profit","Private","8.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076605,""_nanoseconds"":405000000}","","2026-08-30T07:56:45.403Z","https://www.kingsbangkok.ac.th/careers","King's Wimbledon Portal, LinkedIn","https://www.kingsbangkok.ac.th/careers","King's College International School Bangkok","1176707","king-s-college-international-school-bangkok-1176707","2026-08-30T16:14:23.676Z"
"FLIS0153","7.8","Thailand","22","Chonburi","Highly Regarded","7.6","125","1:10","BSO","8.2","Massive campus with elite boarding and British heritage.","8.0","8.2","8.1","Provided","1:1 iPad","UK/A-Level","140","Rugby School Thailand","7.2","20%","Private","","For-Profit","$3,850.00","Private","BSO","LFI","For-Profit","Private","8.2","2026-05-26T10:41:07.835Z","0","[]","","success","true","{""_seconds"":1788076622,""_nanoseconds"":846000000}","","2026-08-30T07:57:02.845Z","https://www.rugbyschool.ac.th/careers/","Rugby School UK Portal, LinkedIn","https://www.rugbyschool.ac.th/careers/","Rugby School Thailand","1085372","rugby-school-thailand-1085372","2026-08-30T16:14:23.676Z"
